java_file,acoco,CAMC,CAMC-cvc,cc,coco,fout,hsd,hse,hsv,LCOM5,LCOM5-cvc,loc,midx,MMAC,MMAC-cvc,mncoco,mxcoco,NHD,NHD-cvc,nobl,nocl,SCOM,SCOM-cvc
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_TwitterConfig_0.java,-,-,-,1,-,0,11.045,3246.161,293.891,-,-,10,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/ReadFromTwitterDoFn_ensureTimestampWithinBounds_3.java,-,-,-,3,-,0,11.571,2268,196,-,-,8,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_getQueue_2.java,-,-,-,1,-,0,5,277.533,55.507,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getFilters_8.java,-,-,-,1,-,0,4.5,225.853,50.189,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getLanguage_9.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_TwitterConnection_0.java,-,-,-,3,-,0,15.227,19643.182,1290,-,-,39,98.358,-,-,-,-,-,-,6,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getMinutesToRun_11.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getTweetsCount_10.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getKey_4.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getTokenSecret_7.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
